350, 0, 360
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
50, 1, 0
50, 0, 180
50, 0, 180
50, 0, 240
50, 0, 180
50, 0, 120
50, 0, 120
50, 0, 120
50, 0, 60
50, 0, 60
50, 0, 60
50, 1, 0
50, 0, 180
50, 0, 240
50, 0, 180
50, 0, 180
50, 0, 180
50, 0, 120
50, 0, 60
50, 0, 120
50, 0, 60
50, 1, 0
50, 0, 180
50, 0, 240
50, 0, 240
50, 0, 180
50, 0, 120
50, 0, 120
50, 0, 120
50, 0, 120
50, 0, 60
50, 1, 0
50, 0, 180
50, 0, 240
50, 0, 240
50, 0, 180
50, 0, 120
50, 0, 180
50, 0, 60
50, 0, 120
50, 0, 60
50, 1, 0
